index,Age,Gender,Ethnicity,Hair Style,Hair Color,Hair Length,Eye Color,Body Type,Dress
danbooru_5618812_be2bed980414d43f6a5b0a06aca43c0a.txt_1,0,1,0,10,0,2,2,7,11
danbooru_5300551_a20bd8f0a542d7562fe0d2fd9402a783.txt_1,7,0,5,4,4,0,2,9,35
danbooru_2750444_35565adfcfcfa6e2a6aa7595a53ad9d6.txt_0,3,0,5,13,3,0,2,7,0
danbooru_1397881_9286556ffd8fa11822dea162c089ce62.txt_0,2,0,3,4,0,0,3,4,0
danbooru_5794386_f666ae0ad0ece70b32259ce4d4be9b66.txt_1,7,1,5,10,1,2,2,7,28
danbooru_1965307_87ceee38e70392024a05cd7096fcd60c.txt_0,3,0,0,4,0,0,3,1,0
danbooru_4365935_3238e16967ba85a21a85be88ec2305d1.txt_0,7,1,5,10,1,2,12,9,4
danbooru_1430879_1e57b928b0193a4fc7c91e4fd24da4fb.txt_0,2,0,3,10,3,2,3,7,29
danbooru_1872555_2302d88549288be64aa2d3b85c592206.txt_0,2,0,3,4,0,0,11,7,23
danbooru_5517419_c572ebe2373f34e55ba17c3dd53e8016.txt_1,7,1,5,12,0,2,12,0,23
danbooru_5902662_7bffd10c95d5655e6286d59d505771e3.txt_1,0,0,5,10,6,2,1,7,27
danbooru_5815872_d2413cc90618dd1ca0e50065b6e0a2a1.txt_1,7,1,5,10,0,2,4,0,4
danbooru_2840038_03d54b96c1c0287c7043a82ec5a7201b.txt_0,3,0,1,4,1,0,3,7,24
danbooru_2744952_377c5cbf9e5e4d33e59dbbe2166ab4f8.txt_0,3,0,3,4,7,0,0,4,20
danbooru_5757330_19aeb3e34b9ff14aa93dfe51522bdd22.txt_1,0,1,5,10,1,2,2,0,28
danbooru_1146774_7702a8497e3b55aad9b8a67b350c3c74.txt_0,2,0,3,4,3,0,2,7,5
danbooru_4615336_ffbad92bdd98684edf912232161b50c3.txt_1,7,0,5,4,0,0,10,1,2
danbooru_1724549_c5e8af608285748e98b9dd62befdcddb.txt_0,2,0,3,12,3,0,3,4,23
danbooru_4608860_119f0c3d41ffc84954cce3ba1e390009.txt_1,7,0,3,12,0,0,1,7,13
danbooru_1599318_9fe8fca1e953a26c1f0dc039a2d4859e.txt_0,2,0,3,9,7,2,9,4,24
danbooru_5811236_c6e5c1dcd117e03e6612ca7cae25815a.txt_1,8,1,0,10,1,2,2,0,28
danbooru_2031420_71771d6797b60be9ea7b7753c1a908c3.txt_0,3,0,3,12,3,1,3,7,5
danbooru_5440878_fbde59780efbc536b05d656ba3509d4c.txt_1,1,0,5,3,7,1,4,9,23
danbooru_5012293_1fc3b6f77be762db8ba848defc3ea079.txt_1,8,1,5,10,0,2,2,0,11
danbooru_1267600_febbc0867ff476028d1f8c7563f78ba7.txt_0,2,0,3,4,0,0,11,4,8
danbooru_5524941_200a271b3277136c460d1972c28b1934.txt_1,7,0,5,9,7,0,4,7,2
danbooru_4207461_066c10c0ed45082dfb519c84652b0cbb.txt_0,4,0,3,12,0,0,1,8,15
danbooru_4426051_c1a0eafb5dbb8f518ffcfcbc01246c69.txt_0,5,0,3,12,3,2,1,7,23
danbooru_4251230_e216b44bfbb0a7a477ab67ba50dc6509.txt_0,4,1,3,10,3,2,1,4,7
danbooru_4742122_d75a64f0bebc9e62f7e27225d3870d86.txt_1,0,1,5,10,0,2,2,0,11
danbooru_5360024_9ecc7e73079566b284156b475cc71877.txt_1,5,0,3,9,0,1,4,7,23
danbooru_1439277_3d2f510222d779407244de29aa98bb5e.txt_0,2,0,3,12,3,2,3,7,18
danbooru_4476159_6343e2a4a74d3e75014e272c78c0bfcf.txt_0,7,0,5,10,10,2,11,8,25
danbooru_3865095_40af79342684bc4ab551607b435970ce.txt_0,4,0,3,4,0,0,3,7,22
danbooru_5751531_f6b759b3ec71df15878d1f0460cd59ac.txt_1,0,0,5,9,7,0,4,7,1
danbooru_5811211_ed4bce8a5dcad1dab1eb01b164578784.txt_1,0,1,5,10,1,2,2,7,6
danbooru_5222993_7396013309ef4d277dc818debbf58742.txt_1,5,0,3,4,0,0,1,7,16
danbooru_4631722_12baa4ecbd25f4b49d7d5512eb855c88.txt_1,5,0,3,12,3,1,3,7,23
danbooru_3505218_ad90dc7be8f5336b1990eb125e49ebf8.txt_0,4,0,0,4,0,0,9,4,23
danbooru_1691354_479c3fb616b2b78e563f17815b3b7a97.txt_0,2,0,3,4,1,0,2,7,24
danbooru_4305340_ca4f6d4a0ae27f71088814e789380142.txt_0,7,0,5,12,1,1,2,1,21
danbooru_5813685_5ed4e480177c9f1d1c8f0c82b13e03ec.txt_1,7,1,5,10,0,2,3,0,25
danbooru_5813912_c462d36f6c4b67810ad953c2efe12989.txt_1,7,1,3,12,1,2,2,0,25
danbooru_1760872_aca3b1b65cd7cca633c2a60e026f3a30.txt_0,2,0,3,12,0,0,1,7,15
danbooru_1255144_7a54c331944a7617d44e5869180ba4ce.txt_0,2,0,3,12,3,2,5,7,23
danbooru_4224464_1328ff9c0e6645bc14da38e28d448225.txt_0,7,0,0,12,1,1,2,1,0
danbooru_1158837_4799209ef01ec48657f6ee5f481fd5de.txt_0,2,0,3,4,1,0,2,7,24
danbooru_3508740_285c9ded285fa178d3d6ad7e92cd1a35.txt_0,4,0,1,4,8,3,3,8,13
danbooru_5794142_4c6a252140280ef45a12e1b537f674c1.txt_1,8,1,3,10,1,2,2,7,9
danbooru_5816246_c21d9bea71a0a6484387af0b22569787.txt_1,7,1,3,10,1,2,2,7,25
danbooru_1593091_82e79547b8440a45cd461cd8e540071d.txt_0,7,0,3,4,0,0,1,7,2
danbooru_1419714_608534575ceab59b2f7755ac229719ca.txt_0,2,0,3,4,0,0,1,7,23
danbooru_5377760_31f5eaaa4cf8f32dcde2ceea9220c372.txt_1,5,0,5,9,7,0,4,7,23
danbooru_5848632_080893e4d69ee2ffa94a4fcf7401b672.txt_1,8,1,3,10,1,2,2,7,28
danbooru_2722393_cc6848b4cf4f3e3acd467f126ba75aaa.txt_0,3,0,2,4,1,0,3,7,5
danbooru_5408283_3e428d77dc018d931e687205d3238292.txt_1,5,0,3,4,7,0,4,1,23
danbooru_2717159_43c7c9185418eb1f84d744d9624db015.txt_0,3,0,3,13,1,0,2,7,20
danbooru_5808570_89c58b3a076ed810c4fac5cf4101b1d7.txt_1,7,1,3,10,0,2,5,7,28
danbooru_4837400_389a99b0a379243efec8452a57f29b43.txt_1,7,1,5,10,9,2,11,4,11
danbooru_1478579_5ee81f089ac0812e0db5afe2f98cfc9c.txt_0,2,0,3,12,0,0,3,7,0
danbooru_1410314_81185c8b02a269f4c50736f598af65e2.txt_0,2,0,3,12,0,0,2,4,0
danbooru_2799971_c7db029e6d9658c89175ed8dd3d2a598.txt_0,3,0,3,4,4,0,2,7,24
danbooru_5293586_b06f1f2f5a898e463ec7e57fdb19375b.txt_1,1,0,5,5,7,0,4,9,23
danbooru_5946697_f58aa9a2253996b873c23c6a5f7bc456.txt_1,7,1,5,12,0,2,2,0,23
danbooru_3314032_39b2536f9ab8ad6121a95cf47f5dd088.txt_0,4,0,0,4,1,0,2,1,26
danbooru_3836393_e90d2ed2d7b87d083af85f1af19ed8f9.txt_0,4,0,1,4,1,0,7,8,14
danbooru_4608234_8a972b592301e9caf4359758681af67d.txt_1,5,0,3,5,3,1,3,7,23
danbooru_2757920_482ca87162d32993f32531aed9e10050.txt_0,3,0,2,9,1,0,14,8,0
danbooru_5759060_40ae1264df8edb90a36bd194ffb1e489.txt_1,7,1,5,10,1,2,12,9,9
danbooru_5498283_421b1b97c23b9caa94e064ce0624c10e.txt_1,1,0,5,4,7,0,4,7,23
danbooru_3964627_4a88787116a83d5778fb7a062325a47e.txt_0,4,0,3,10,3,2,3,8,23
danbooru_5922848_2eb1dacd2acd0c07321e685aa9abd47a.txt_1,8,1,0,10,0,2,3,3,25
danbooru_1802556_2fe788a523dde5a96afda6d607319f8f.txt_0,2,0,3,12,3,1,3,4,33
danbooru_4716576_61ff232b5d2d32e63880871bb038841b.txt_1,7,0,3,4,9,0,4,7,26
danbooru_1450498_d978c96fccd08923d9ee85317595b652.txt_0,2,0,3,4,1,0,2,7,23
danbooru_5327349_c0d9016673141cd43f55521182108b83.txt_1,0,0,5,12,0,2,11,8,11
danbooru_1416263_af71d4a1a75ad380151d9367388e09f2.txt_0,2,0,3,4,0,0,10,8,23
danbooru_5966035_d2e529997823e4c05063cd60f7ee126e.txt_1,8,1,3,12,0,2,3,0,28
danbooru_2151219_899ab40f1eb2d66b3fe224b322051649.txt_0,3,0,3,12,3,2,4,4,23
danbooru_1646946_ee42ce8c422360c262d88cea7806d0ad.txt_0,2,0,3,4,0,0,1,7,23
danbooru_5929965_dfe18fac2ce08813d64f7c9882417691.txt_1,1,0,3,12,7,1,7,7,23
danbooru_2759078_c910d0acb0ad5fdb3aaa8cc84b77e19f.txt_0,3,0,2,4,9,0,7,6,14
danbooru_5451937_6b821e85de9e467ee32519569b8bf469.txt_1,7,1,5,11,0,2,12,9,11
danbooru_2212063_10a61c4741d1c656c2bc4b63c46b5f8e.txt_0,3,0,3,4,0,0,1,4,21
danbooru_4443965_0328380d3649314e032a0e7ad0d3af5f.txt_0,5,0,3,12,0,0,3,7,23
danbooru_3524789_f65302754cfc10fbe71eadc762fc137d.txt_0,7,0,4,9,0,1,0,6,24
danbooru_5965956_40d1113a1fa319b2bd6af55fbb8c3b18.txt_1,7,1,5,10,0,2,4,7,28
danbooru_5029027_2ddc397b98b7ccabc6943008563eae46.txt_1,7,0,0,4,0,0,1,1,32
danbooru_2714943_8b620a069047153e7cde2d386424a3a5.txt_0,3,0,0,4,4,0,2,7,20
danbooru_5814118_7dafa3cb1992a57a7285a292fc16db80.txt_1,7,1,5,10,1,2,2,7,25
danbooru_2754958_50f2d534e3ce316300cbc0487d732534.txt_0,3,0,3,12,8,2,10,7,24
danbooru_1743779_fbb6814c93717826f306b1e8d7b13ae3.txt_0,2,0,3,12,1,2,2,7,23
danbooru_5833707_47c8369c90d9b4406857be4423796fa9.txt_1,0,0,0,12,0,0,4,0,12
danbooru_1416267_0a5e9b2c6539e5efba8b64033a873547.txt_0,2,0,3,4,0,0,2,7,24
danbooru_5339695_5bdf4f9eca2837e71d7578a28dde500b.txt_1,7,0,3,4,0,0,3,7,13
danbooru_5814326_6b0fe5e7e556122da6fe82f6c5c2a50b.txt_1,7,1,3,10,1,2,2,7,4
danbooru_5271319_7f6ec7d175f1d075f3e575b3a6b91a46.txt_1,1,0,5,4,3,0,12,9,2
danbooru_4992329_358363a969c2dbfa08e32fe1ac96631d.txt_1,5,0,3,10,3,2,3,7,22
danbooru_5322961_6fd26397543d31d619291ace70a5b5b9.txt_1,5,0,5,4,7,1,4,8,23
danbooru_1185819_9331792c887cdb24e0da77886cda99a8.txt_0,2,0,5,4,0,0,11,9,19
danbooru_5813487_1f8ff91006bb238af5fb1a5d5928dee5.txt_1,8,1,3,10,1,2,2,0,9
danbooru_2776918_ce6f28636e08dd3a2396a0b1688b7e26.txt_0,3,0,5,10,8,2,10,1,32
danbooru_1459487_da7f9affbb6f7a7a4ca9e1b9f9f1a70a.txt_0,2,0,3,12,1,1,11,8,23
danbooru_3994001_c280645c58d1dc2c8278e60b7ecacbf2.txt_0,5,0,3,10,3,2,3,7,22
danbooru_2219522_26b34b7958f75fcb1b1f0cd28cd4edab.txt_0,3,0,3,10,3,2,3,7,3
danbooru_5736063_cbe0a6f886e9a915ae874554cc02f777.txt_1,0,1,5,10,1,2,2,7,9
danbooru_1431046_14753e1135ccfce484975ed5f2312a90.txt_0,2,0,3,12,2,0,2,4,23
danbooru_4376029_9abffe0580e86c090ff1be0a4100ef9e.txt_0,7,1,3,10,0,2,2,7,11
danbooru_4369479_02cbfd64d6c9b9ae736ca2ff4d66e422.txt_0,5,0,3,4,1,0,2,7,23
danbooru_5798357_342e56885c776efa9be84db7b9786c3e.txt_1,7,1,5,12,3,2,4,0,25
danbooru_4449414_78376abe76a91060075b78ebdd08f2fb.txt_0,7,1,5,10,0,2,12,9,7
danbooru_1717726_2f20ab697f5636f9c12a8319f912cff2.txt_0,2,0,3,10,3,2,3,7,23
danbooru_5498568_22877e2da637e61918d54e43099287ad.txt_1,0,1,5,10,10,2,2,4,30
danbooru_5334227_b504a1dedc6b5d511000983cca805d3d.txt_1,1,0,5,4,7,0,4,9,2
danbooru_1625468_2ebd5c06ed09fd0dd5e7188fc76df16b.txt_0,2,0,3,12,3,2,3,8,23
danbooru_1680607_5e94d60b9810e36790607ca1eceefdc1.txt_0,2,0,3,12,3,0,3,7,23
danbooru_2000186_7299f353d19611cd0b19ef2c7e9907c4.txt_0,3,0,3,12,3,2,3,7,23
danbooru_1155867_6939f62a1c8f3288ecdc00c9713e2a51.txt_0,2,0,3,4,0,0,2,7,23
danbooru_4413145_c5c7f8659e0199e0b943ca608b56fd5e.txt_0,7,0,3,12,3,2,3,7,23
danbooru_5763994_a4f3e6bcb47fdb4d150ed13881922e83.txt_1,7,0,0,12,0,0,10,8,5
danbooru_5808574_b7d02347bb8ea5933fb17b1c3cb3d5bd.txt_1,7,1,5,10,0,2,5,4,4
danbooru_2730404_cc4b9cf01d021a2907698f34e3853af0.txt_0,3,0,3,4,10,3,2,7,20
danbooru_5361348_e85e7e5d6988094cd6b34e476f796fc7.txt_1,5,0,5,13,7,0,4,7,23
danbooru_5851556_055c0b86c4efd67671bc7859eb7ee25d.txt_1,7,1,5,10,1,2,2,7,4
danbooru_4371652_669cf188b4bba93e5cc7aa9c53db54fb.txt_0,7,1,5,12,1,2,2,7,35
danbooru_4889718_6327477ea9859c64ef60a3fabbfafc8d.txt_1,0,1,5,12,0,2,2,0,11
danbooru_5336004_d3ebbba4ba8ebfb2adca5db305d64c96.txt_1,1,0,5,9,7,1,4,7,23
danbooru_5814117_e95534a04343729a6f3a7f159d04f983.txt_1,7,1,5,10,1,2,12,9,25
danbooru_5851135_f8f9189b7286cde72a73f7ca94aae7bb.txt_1,0,1,0,10,0,2,3,0,4
danbooru_5957880_c7728e4837d607942f89343a1537793a.txt_1,0,0,5,5,7,1,4,7,36
danbooru_5923220_c833aaef3b480e22a6986f38c5e48a09.txt_1,7,1,3,10,0,2,4,0,4
danbooru_1538904_74a861e72df67a87a9e7b9da9f55070f.txt_0,2,0,3,4,0,0,1,4,15
danbooru_2088565_eaa1ae6180836bdd2567515c82abb3b9.txt_0,3,0,3,10,3,2,3,7,16
danbooru_4635910_f10ac8d97f1ae139ae32000723638460.txt_1,7,0,3,12,3,2,3,7,1
danbooru_4373426_dae80ff3c8802f72ddefe5bec046c244.txt_0,7,0,0,10,0,2,3,7,35
danbooru_2716033_6cd3b3adee5f0744f0e98cf528c0c45a.txt_0,3,0,3,4,0,0,2,7,16
danbooru_5815895_39e8c6aec28612a73659c74e2adbb78f.txt_1,7,1,5,10,1,2,2,0,4
danbooru_5922767_8e18acf6a23a55c69bf4b0807dda7d33.txt_1,7,1,5,12,1,2,4,0,4
danbooru_4577018_b37bd346bf1ca60e600ce580ac51494f.txt_1,7,1,3,12,0,2,1,7,13
danbooru_1544816_039c52ba77ebae15c9b16532b007d15d.txt_0,2,0,3,4,0,0,1,4,0
danbooru_1281401_d5804b21bbb0d358bdb491513cf720ca.txt_0,2,0,3,4,0,0,2,7,0
danbooru_4223432_d033336b2981d8fc322d9d7dae154a0b.txt_0,0,1,3,12,1,2,2,0,6
danbooru_5815933_9dc182fff038e53af9acb1a043841eb3.txt_1,7,1,5,12,1,2,4,0,4
danbooru_4373003_ec1a94bf0eb5b883cde36ce17af0919a.txt_0,5,0,3,4,0,0,3,7,23
danbooru_2804629_e269cef0970d0b99c5874ce43441a116.txt_0,0,0,3,4,0,0,0,7,20
danbooru_1431729_6f1e895a7030b3d307a8e2bf12ca013c.txt_0,2,0,3,4,0,0,2,4,29
danbooru_4719852_b32288eb7ad27e524f6797bc341a366d.txt_1,7,1,5,10,7,2,12,9,36
danbooru_2730660_4492902e522984dfe409086dc5937638.txt_0,3,0,5,4,5,0,0,9,20
danbooru_5813691_9ef38f374badb13dbd7fc37942516df5.txt_1,7,1,5,10,0,2,3,0,25
danbooru_2772338_5e1401a3f52c867bf7827ccb776b39fd.txt_0,3,0,0,4,0,0,3,7,19
danbooru_5800792_47bbebba4738c86dc24496959dd7a0cc.txt_1,7,0,0,12,0,0,1,7,33
danbooru_2777411_6cebd6f157c1e3032ece906059711ad6.txt_0,3,0,2,4,1,0,3,7,14
danbooru_2116194_7d6d75c546449f801f240b6bdfc86b6c.txt_0,3,0,0,12,3,2,3,7,0
danbooru_4415886_0350a7f9be591660222f78d0e6e7f7ea.txt_0,5,0,3,4,1,0,2,7,23
danbooru_5567593_46bf1eee4743cb0837e8451d951fa2a4.txt_1,1,0,5,4,7,1,4,7,4
danbooru_5768997_e1ae45cdbca4c7f5d6671fc9b21344ee.txt_1,1,0,5,4,7,0,12,9,36
danbooru_1544457_cf49b8ff57951c10818d403412c343ea.txt_0,2,0,3,12,0,0,3,4,23
danbooru_3500543_888b67056532a939e25f2d027aeb31d8.txt_0,0,0,5,4,1,0,0,8,30
danbooru_5425476_08cf9943483b99edb8cc1243b9ccfda0.txt_1,1,0,5,8,7,0,4,9,23
danbooru_1466533_c77ea43b108335acd41114e436480e50.txt_0,7,0,3,12,0,0,11,7,13
danbooru_2787163_7832d705e148c3e5840e0d455fbf5e77.txt_0,3,0,3,4,3,0,3,7,24
danbooru_4426736_496baea4b2393c20a76bfb7ac2d43093.txt_0,7,1,3,12,0,0,11,7,13
danbooru_4323613_6270d0ae2bcc51d3caf6ce08b17e22c6.txt_0,0,0,5,2,9,1,11,1,34
danbooru_5851164_2fce17afb39cc9d8b0bceb113d3735c6.txt_1,7,1,5,10,3,2,3,0,4
danbooru_5811450_d67497087d66103d37bb340372f15979.txt_1,7,1,5,10,0,2,5,7,17
danbooru_1496426_1eb0f7761e7423869b22ede92002dd6c.txt_0,7,0,3,4,0,0,11,7,10
danbooru_5757382_4439c423b64cc261618299a2b78f3110.txt_1,7,1,3,10,0,2,3,0,25
danbooru_1747076_434470558263abbfda8ad000e04a372a.txt_0,2,0,3,4,0,0,3,8,24
danbooru_2768473_713504ebc457f624b83a39a2645654ed.txt_0,3,0,1,4,1,0,3,8,0
danbooru_2245435_bf57b5d026baf551069fd78974ea5d5d.txt_0,3,0,3,4,0,0,1,8,26
danbooru_1400610_d8a92612f78d6c84aee3517927faed49.txt_0,2,0,3,4,1,0,4,7,17
danbooru_2763614_351845dbdc1229d4fc8dce2d8a107b05.txt_0,3,0,1,4,1,0,11,2,0
danbooru_5814223_977e9fdd984338d020ebebe101f5ae78.txt_1,5,1,3,12,1,2,2,7,7
danbooru_5612201_e887c806c36fe49a9343feec98c14a23.txt_1,7,0,3,4,0,3,4,7,13
danbooru_1168162_43b01bb9cbd1850ac49d2b0910051baa.txt_0,2,0,5,4,0,0,11,9,19
danbooru_1354753_c488eb0550ec4cb3413800260046810b.txt_0,2,0,3,4,3,0,2,4,24
danbooru_4625947_feb2880fd87ac5a93c732d0b1e4fcea9.txt_1,7,1,5,10,9,2,1,7,10
danbooru_1625591_c8c0dfdea53dfb7e7d453fa303922863.txt_0,2,0,3,12,3,1,3,8,23
danbooru_5276582_b21f8135d5208528313c1010ce5da6b0.txt_1,1,0,5,12,0,1,12,8,2
danbooru_5376471_851fe9790c54a93cf745e51744892d76.txt_1,0,0,5,12,0,0,11,7,27
danbooru_1172699_6d117b9a51859b7f761c95705ee896e4.txt_0,2,0,3,4,3,0,0,4,14
danbooru_1768973_f5dc3f97769b5029555dfa20cd2f70d1.txt_0,2,0,3,2,0,0,3,4,19
danbooru_5905235_6d48023c96a44a8605ed35f2f4189796.txt_1,7,1,5,10,1,2,2,3,4
danbooru_5599212_4f07cd90940284d926dbad8ce264ecf8.txt_1,7,1,5,10,7,2,8,0,18
danbooru_1516281_607d623b30720450471b3ca30b49a53f.txt_0,2,0,0,10,3,2,3,8,10
danbooru_5377142_cc23d0b9df1e38613521c27f37d14df8.txt_1,0,0,5,5,7,1,12,9,2
danbooru_4783927_08035f27f963096e82942b909ca515e2.txt_1,7,1,5,10,7,2,3,0,10
danbooru_1403199_bb36cf28bccd59777d26234579649937.txt_0,2,0,3,4,0,0,10,8,8
danbooru_5850924_afa64a5c8d998d6e9b65bae19caa2e90.txt_1,7,1,5,10,0,2,4,0,4
danbooru_5853030_6c642f7b94f1c6dfe5ad6a5e13b347f3.txt_1,7,1,3,12,1,0,2,7,12
danbooru_2446330_a6c72b366e32cf1e9751615929c9d4a6.txt_0,3,0,3,9,1,0,2,7,24
danbooru_1502312_0e02ba33dcdfb6f8922e34322a8737f5.txt_0,2,0,3,4,0,0,4,8,13
danbooru_4449420_0e91272c8da977579dae8c3e4bb79a08.txt_0,7,1,3,11,9,2,9,7,13
danbooru_5766031_809a6da935bedad85b4e6acc239328a2.txt_1,7,1,5,11,7,2,11,0,36
danbooru_1432619_d87b0078c064abcf0fdbcd6db8427060.txt_0,2,0,3,12,0,0,1,7,22
danbooru_4222664_9e7983cdaf88902e5fa86999e3880ab3.txt_0,5,0,3,5,3,0,3,7,23
danbooru_5794885_329e976a329dcfd1770d8b9cd294dd12.txt_1,7,1,5,10,1,2,2,0,6
danbooru_4377853_ef09a4b23292af86e1dfafb6d19d5a7c.txt_0,7,0,3,0,0,0,1,0,35
danbooru_2175789_d0e3013190f44348b228722f965fdcbb.txt_0,3,0,3,2,0,0,12,4,36
danbooru_5796934_3c3f867bb9f9f36fe2abe5a7784edc12.txt_1,0,1,5,10,1,2,2,4,28
danbooru_4790466_d9a229e4cc15804a3a5cc61a17b05ca6.txt_1,7,1,3,10,0,2,11,0,13
danbooru_2762288_42742991ef4d36bef510ef65cd1d4d73.txt_0,0,0,1,4,1,0,3,1,0
danbooru_5809171_69335c862b074896141c0eaba62c0040.txt_1,7,1,3,12,0,0,3,0,25
danbooru_2738997_102fba874a3ce73864720c398da5b57a.txt_0,3,0,5,4,4,0,12,8,20
danbooru_5146176_71cd4d42296091e251b39e0b2f8ab0b6.txt_1,7,0,0,12,3,1,3,1,0
danbooru_1397187_a96986d80a76bfec259d1e9b9f49d8cd.txt_0,2,0,3,4,8,0,10,7,0
danbooru_5300232_00d2cd4bec94bb4205c33e8089c5fe41.txt_1,1,0,5,9,7,2,12,9,23
danbooru_3950407_b2d957daba6d7e7c2dac223a938edf5f.txt_0,4,0,3,4,1,0,2,8,24
danbooru_4772131_f005844a081d43b02be31f664685956a.txt_1,5,0,3,12,3,2,3,7,23
danbooru_5756841_84be15f9b81575961c4bc1ba8fda05da.txt_1,7,1,5,10,1,2,2,7,25
danbooru_2753842_732801149490b0afb70e581be5eb848e.txt_0,3,0,5,4,4,0,2,8,20
danbooru_4921095_e10022d64d6ac9b12e68b94d21274ba4.txt_1,7,0,3,10,3,2,3,7,23
danbooru_5905199_636639e0a7d7b638501d630a4d22a99a.txt_1,7,1,3,12,1,2,3,7,12
danbooru_1823235_adedfbef6256b1366973db94dfa99c1c.txt_0,2,0,3,12,0,0,3,4,35
danbooru_5709255_bde6326f20955a07b5ff668e25ea0380.txt_1,7,1,0,12,0,2,14,7,23
danbooru_2156140_19f4794c880e1e4af33869a9724b89b6.txt_0,3,0,3,10,3,2,3,8,3
danbooru_4631023_72912ade882c028a18ca023f8a1b623b.txt_1,7,0,3,4,3,0,3,7,24
danbooru_2762062_73aab11788b30ca689c812ee469dd660.txt_0,3,0,3,4,1,0,2,1,0
danbooru_5812010_da2ac0b112d298559a09001daee73071.txt_1,7,1,5,10,1,2,12,9,28
danbooru_5818372_98136abc6a3e8420138dae978f0cf989.txt_1,1,0,5,7,7,0,12,9,36
danbooru_5299526_2f98c01855e6ff2189fcf4941b2ffc0d.txt_1,1,0,5,5,7,1,4,8,23
danbooru_4469435_e9477b0051551ed405e1157ef7681b65.txt_0,7,0,5,4,10,0,12,9,27
danbooru_3752413_d2054cd8096a43f23ec094cd9c68fc4c.txt_0,4,0,5,12,0,2,11,9,24
danbooru_3932238_86cdc67604d2ee30e7f7ce03d1d99027.txt_0,4,0,3,10,3,2,3,7,22
danbooru_1195185_acb6d604a870a96445d7b2c574ac53f8.txt_0,2,0,3,4,0,0,3,7,23
danbooru_2736458_42470eee2378fe2441a49732b360a8c7.txt_0,0,0,5,4,10,0,2,8,11
danbooru_5851004_ea94c2538b3d9471f79b61ce6b53ecd3.txt_1,7,1,5,10,0,2,12,9,28
danbooru_5811234_1e4093796cbd01d879d25219a43f1d53.txt_1,7,1,5,10,0,2,12,0,28
danbooru_4622271_7ec126363d2bada68ee167115be23b8d.txt_1,5,0,3,4,0,0,1,7,22
danbooru_5709185_92de35e2ddd1d9523b918755dfb54077.txt_1,0,0,5,9,7,0,4,4,1
danbooru_1872259_5969ea925c66bdf2f7dcdbac9baf753c.txt_0,2,0,3,12,0,0,1,4,18
danbooru_2731239_419f56c9d89cf8d603737ecd36b297c9.txt_0,3,0,3,4,4,0,2,4,20
danbooru_4583910_fea84c4bf3282d334bb5ee0f03a3956a.txt_1,7,0,5,4,0,0,14,1,0
danbooru_4862546_882740378d2019c7d6bb5cafec1bde6a.txt_1,5,1,3,10,4,2,10,0,7
danbooru_4590186_6639b9c437d532c8663541a564bc13dd.txt_1,7,0,0,10,3,2,3,0,11
danbooru_4866644_42b5992d47da998fd44c35b9996d58d3.txt_1,7,0,5,1,4,2,14,8,36
danbooru_5306309_9420ed599cd7c20c9a887b9bec24bcea.txt_1,1,0,5,5,7,1,12,9,1
danbooru_5811959_9311091b9cb234cd0eaf5d9fec84fe3a.txt_1,7,1,3,10,0,2,3,3,4
danbooru_1559522_db94cafb29d20a3f9fb8ce61ccdc8249.txt_0,7,0,3,12,3,2,4,7,29
danbooru_5922901_e997c148cb8b501c976fe27ff17f32a8.txt_1,7,1,3,12,1,2,11,0,9
danbooru_5184218_e410fab77d4b563b653f774ded26a281.txt_1,7,0,3,2,0,0,3,1,32
danbooru_5714763_bbb6188d28b46057e3dda3fb4f8a4557.txt_1,7,0,5,12,0,0,11,8,31
danbooru_1490167_4dfd6b54412b59070e97bcdb8a86bbaf.txt_0,7,0,0,12,3,2,3,7,0
danbooru_5370788_36c9840796e8170b20e14ab186910039.txt_1,7,1,3,10,0,2,1,7,5
danbooru_5966071_63c7ef65be284782f1e20f9e32e07614.txt_1,8,1,3,12,0,0,3,3,28
danbooru_5848286_26d15be02991d6c309556a63ac4f7a9a.txt_1,7,1,3,10,1,2,2,0,25
danbooru_2199196_7f816762b484fb7a6ef60cd7474e32fb.txt_0,3,0,3,4,1,0,2,7,15
danbooru_2140337_aa20a410354c5de1ccc0dd78c00a6626.txt_0,3,0,3,13,0,0,1,7,23
danbooru_2734785_e2ee05cb6cb0b0097c49419c29920085.txt_0,0,0,2,4,1,0,3,1,14
danbooru_5850762_c59a93a740fd6dbc135f31e1c3fecad0.txt_1,7,1,5,10,0,2,12,9,28
danbooru_4426735_4ad93e884d143ad8cbdf5504212f8ba0.txt_0,7,1,5,4,0,0,1,8,11
danbooru_1395477_6ec33203580f2367d1f12e5b12c006db.txt_0,2,0,3,4,0,0,5,7,29
danbooru_5815931_e82293b7ff5aa719c4f0988221c0a85f.txt_1,7,1,3,12,1,2,2,7,4
danbooru_5834830_d8ba988be36bcd21de2586230c23844d.txt_1,7,0,5,4,0,0,11,8,30
danbooru_5808774_8eb7d23c493da7806faadedcf097dbd6.txt_1,7,1,0,10,1,2,2,0,9
danbooru_5763753_750e03154b6008b6c19368795311ac14.txt_1,7,1,5,10,1,2,6,3,33
danbooru_5966037_5a773ac34408c9787fee2f3f72ae88b6.txt_1,7,1,5,10,3,2,3,0,28
danbooru_4077983_84c76b2f592913d736b86f89b732198c.txt_0,4,0,3,4,0,0,3,8,23
